Week_end,Indicator,High_industry,Value
2021-11-07,Weekly earnings - lower quartile - 20 days,A Primary,646.71
2021-11-07,Weekly earnings - lower quartile - 20 days,B Goods Producing,936.32
2021-11-07,Weekly earnings - lower quartile - 20 days,C Services,636.65
2021-11-07,Weekly earnings - lower quartile - 20 days,Z No Match,420.14
2021-11-14,Number of paid jobs - 20 days,Total,2056680
2021-11-14,Number of paid jobs - 20 days,A Primary,84960
2021-11-14,Number of paid jobs - 20 days,B Goods Producing,380460
2021-11-14,Number of paid jobs - 20 days,C Services,1539230
2021-11-14,Number of paid jobs - 20 days,Z No Match,52020
2021-11-14,Weekly earnings - median - 20 days,Total,1080
2021-11-14,Weekly earnings - median - 20 days,A Primary,1050
2021-11-14,Weekly earnings - median - 20 days,B Goods Producing,1219.43
2021-11-14,Weekly earnings - median - 20 days,C Services,1057.46
2021-11-14,Weekly earnings - median - 20 days,Z No Match,665.74
2021-11-14,Weekly earnings - upper quartile - 20 days,Total,1538.46
2021-11-14,Weekly earnings - upper quartile - 20 days,A Primary,1396.29
2021-11-14,Weekly earnings - upper quartile - 20 days,B Goods Producing,1590
2021-11-14,Weekly earnings - upper quartile - 20 days,C Services,1539.5
2021-11-14,Weekly earnings - upper quartile - 20 days,Z No Match,959.37
2021-11-14,Weekly earnings - lower quartile - 20 days,Total,693.42
2021-11-14,Weekly earnings - lower quartile - 20 days,A Primary,673.08
2021-11-14,Weekly earnings - lower quartile - 20 days,B Goods Producing,937.25
2021-11-14,Weekly earnings - lower quartile - 20 days,C Services,641.05
2021-11-14,Weekly earnings - lower quartile - 20 days,Z No Match,420.14
2021-11-21,Number of paid jobs - 20 days,Total,2076140
2021-11-21,Number of paid jobs - 20 days,A Primary,87440
2021-11-21,Number of paid jobs - 20 days,B Goods Producing,383980
2021-11-21,Number of paid jobs - 20 days,C Services,1551490
2021-11-21,Number of paid jobs - 20 days,Z No Match,53230
2021-11-21,Weekly earnings - median - 20 days,Total,1080
2021-11-21,Weekly earnings - median - 20 days,A Primary,1057.17
2021-11-21,Weekly earnings - median - 20 days,B Goods Producing,1222.78
2021-11-21,Weekly earnings - median - 20 days,C Services,1057.69
2021-11-21,Weekly earnings - median - 20 days,Z No Match,667.51
2021-11-21,Weekly earnings - upper quartile - 20 days,Total,1539.77
2021-11-21,Weekly earnings - upper quartile - 20 days,A Primary,1400.3
2021-11-21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1600
2021-11-21,Weekly earnings - upper quartile - 20 days,C Services,1551.5
2021-11-21,Weekly earnings - upper quartile - 20 days,Z No Match,960
2021-11-21,Weekly earnings - lower quartile - 20 days,Total,692.7
2021-11-21,Weekly earnings - lower quartile - 20 days,A Primary,669.12
2021-11-21,Weekly earnings - lower quartile - 20 days,B Goods Producing,936
2021-11-21,Weekly earnings - lower quartile - 20 days,C Services,640.62
2021-11-21,Weekly earnings - lower quartile - 20 days,Z No Match,420.14
2021-11-28,Number of paid jobs - 20 days,Total,2084330
2021-11-28,Number of paid jobs - 20 days,A Primary,89500
2021-11-28,Number of paid jobs - 20 days,B Goods Producing,385920
2021-11-28,Number of paid jobs - 20 days,C Services,1555460
2021-11-28,Number of paid jobs - 20 days,Z No Match,53450
2021-11-28,Weekly earnings - median - 20 days,Total,1084.75
2021-11-28,Weekly earnings - median - 20 days,A Primary,1053.85
2021-11-28,Weekly earnings - median - 20 days,B Goods Producing,1224.5
2021-11-28,Weekly earnings - median - 20 days,C Services,1060
2021-11-28,Weekly earnings - median - 20 days,Z No Match,668.55
2021-11-28,Weekly earnings - upper quartile - 20 days,Total,1540
2021-11-28,Weekly earnings - upper quartile - 20 days,A Primary,1400
2021-11-28,Weekly earnings - upper quartile - 20 days,B Goods Producing,1595
2021-11-28,Weekly earnings - upper quartile - 20 days,C Services,1553.83
2021-11-28,Weekly earnings - upper quartile - 20 days,Z No Match,961.54
2021-11-28,Weekly earnings - lower quartile - 20 days,Total,703.8
2021-11-28,Weekly earnings - lower quartile - 20 days,A Primary,672.77
2021-11-28,Weekly earnings - lower quartile - 20 days,B Goods Producing,940
2021-11-28,Weekly earnings - lower quartile - 20 days,C Services,654.64
2021-11-28,Weekly earnings - lower quartile - 20 days,Z No Match,420
2021-12-05,Number of paid jobs - 20 days,Total,2092720
2021-12-05,Number of paid jobs - 20 days,A Primary,90740
2021-12-05,Number of paid jobs - 20 days,B Goods Producing,387000
2021-12-05,Number of paid jobs - 20 days,C Services,1560140
2021-12-05,Number of paid jobs - 20 days,Z No Match,54840
2021-12-05,Weekly earnings - median - 20 days,Total,1097.78
2021-12-05,Weekly earnings - median - 20 days,A Primary,1022.13
2021-12-05,Weekly earnings - median - 20 days,B Goods Producing,1230.72
2021-12-05,Weekly earnings - median - 20 days,C Services,1080
2021-12-05,Weekly earnings - median - 20 days,Z No Match,665.86
2021-12-05,Weekly earnings - upper quartile - 20 days,Total,1576.92
2021-12-05,Weekly earnings - upper quartile - 20 days,A Primary,1384.62
2021-12-05,Weekly earnings - upper quartile - 20 days,B Goods Producing,1609.52
2021-12-05,Weekly earnings - upper quartile - 20 days,C Services,1602.18
2021-12-05,Weekly earnings - upper quartile - 20 days,Z No Match,961.54
2021-12-05,Weekly earnings - lower quartile - 20 days,Total,716.27
2021-12-05,Weekly earnings - lower quartile - 20 days,A Primary,625
2021-12-05,Weekly earnings - lower quartile - 20 days,B Goods Producing,944.06
2021-12-05,Weekly earnings - lower quartile - 20 days,C Services,671.6
2021-12-05,Weekly earnings - lower quartile - 20 days,Z No Match,416
2021-12-12,Number of paid jobs - 20 days,Total,2081760
2021-12-12,Number of paid jobs - 20 days,A Primary,90800
2021-12-12,Number of paid jobs - 20 days,B Goods Producing,386930
2021-12-12,Number of paid jobs - 20 days,C Services,1548910
2021-12-12,Number of paid jobs - 20 days,Z No Match,55120
2021-12-12,Weekly earnings - median - 20 days,Total,1104.4
2021-12-12,Weekly earnings - median - 20 days,A Primary,1035.33
2021-12-12,Weekly earnings - median - 20 days,B Goods Producing,1236.7
2021-12-12,Weekly earnings - median - 20 days,C Services,1084.5
2021-12-12,Weekly earnings - median - 20 days,Z No Match,674.99
2021-12-12,Weekly earnings - upper quartile - 20 days,Total,1593.8
2021-12-12,Weekly earnings - upper quartile - 20 days,A Primary,1392.3
2021-12-12,Weekly earnings - upper quartile - 20 days,B Goods Producing,1627.5
2021-12-12,Weekly earnings - upper quartile - 20 days,C Services,1621.12
2021-12-12,Weekly earnings - upper quartile - 20 days,Z No Match,971.13
2021-12-12,Weekly earnings - lower quartile - 20 days,Total,726.13
2021-12-12,Weekly earnings - lower quartile - 20 days,A Primary,641.52
2021-12-12,Weekly earnings - lower quartile - 20 days,B Goods Producing,939.62
2021-12-12,Weekly earnings - lower quartile - 20 days,C Services,688.5
2021-12-12,Weekly earnings - lower quartile - 20 days,Z No Match,427.12
2021-12-19,Number of paid jobs - 20 days,Total,2054210
2021-12-19,Number of paid jobs - 20 days,A Primary,89190
2021-12-19,Number of paid jobs - 20 days,B Goods Producing,384330
2021-12-19,Number of paid jobs - 20 days,C Services,1526000
2021-12-19,Number of paid jobs - 20 days,Z No Match,54690
2021-12-19,Weekly earnings - median - 20 days,Total,1098
2021-12-19,Weekly earnings - median - 20 days,A Primary,1012.5
2021-12-19,Weekly earnings - median - 20 days,B Goods Producing,1255.5
2021-12-19,Weekly earnings - median - 20 days,C Services,1074.2
2021-12-19,Weekly earnings - median - 20 days,Z No Match,680
2021-12-19,Weekly earnings - upper quartile - 20 days,Total,1580.56
2021-12-19,Weekly earnings - upper quartile - 20 days,A Primary,1386.77
2021-12-19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1675.63
2021-12-19,Weekly earnings - upper quartile - 20 days,C Services,1584.63
2021-12-19,Weekly earnings - upper quartile - 20 days,Z No Match,974.24
2021-12-19,Weekly earnings - lower quartile - 20 days,Total,720
2021-12-19,Weekly earnings - lower quartile - 20 days,A Primary,600
2021-12-19,Weekly earnings - lower quartile - 20 days,B Goods Producing,952.75
2021-12-19,Weekly earnings - lower quartile - 20 days,C Services,679.64
2021-12-19,Weekly earnings - lower quartile - 20 days,Z No Match,442.02
2021-12-26,Number of paid jobs - 20 days,Total,2001270
2021-12-26,Number of paid jobs - 20 days,A Primary,87470
2021-12-26,Number of paid jobs - 20 days,B Goods Producing,377270
2021-12-26,Number of paid jobs - 20 days,C Services,1482270
2021-12-26,Number of paid jobs - 20 days,Z No Match,54260
2021-12-26,Weekly earnings - median - 20 days,Total,1107.71
2021-12-26,Weekly earnings - median - 20 days,A Primary,1028.66
2021-12-26,Weekly earnings - median - 20 days,B Goods Producing,1196.03
2021-12-26,Weekly earnings - median - 20 days,C Services,1101.36
2021-12-26,Weekly earnings - median - 20 days,Z No Match,692.31
2021-12-26,Weekly earnings - upper quartile - 20 days,Total,1568.29
2021-12-26,Weekly earnings - upper quartile - 20 days,A Primary,1392.31
2021-12-26,Weekly earnings - upper quartile - 20 days,B Goods Producing,1577.43
2021-12-26,Weekly earnings - upper quartile - 20 days,C Services,1600
2021-12-26,Weekly earnings - upper quartile - 20 days,Z No Match,985.3
2021-12-26,Weekly earnings - lower quartile - 20 days,Total,750
2021-12-26,Weekly earnings - lower quartile - 20 days,A Primary,628.23
2021-12-26,Weekly earnings - lower quartile - 20 days,B Goods Producing,916.05
2021-12-26,Weekly earnings - lower quartile - 20 days,C Services,721.5
2021-12-26,Weekly earnings - lower quartile - 20 days,Z No Match,461.2
2022-01-02,Number of paid jobs - 20 days,Total,1947870
2022-01-02,Number of paid jobs - 20 days,A Primary,83030
2022-01-02,Number of paid jobs - 20 days,B Goods Producing,360730
2022-01-02,Number of paid jobs - 20 days,C Services,1453870
2022-01-02,Number of paid jobs - 20 days,Z No Match,50240
2022-01-02,Weekly earnings - median - 20 days,Total,1121.58
2022-01-02,Weekly earnings - median - 20 days,A Primary,1040.13
2022-01-02,Weekly earnings - median - 20 days,B Goods Producing,1190
2022-01-02,Weekly earnings - median - 20 days,C Services,1122.71
2022-01-02,Weekly earnings - median - 20 days,Z No Match,700.51
2022-01-02,Weekly earnings - upper quartile - 20 days,Total,1576.91
2022-01-02,Weekly earnings - upper quartile - 20 days,A Primary,1405.97
2022-01-02,Weekly earnings - upper quartile - 20 days,B Goods Producing,1549.09
2022-01-02,Weekly earnings - upper quartile - 20 days,C Services,1619.99
2022-01-02,Weekly earnings - upper quartile - 20 days,Z No Match,994.31
2022-01-02,Weekly earnings - lower quartile - 20 days,Total,758.63
2022-01-02,Weekly earnings - lower quartile - 20 days,A Primary,624
2022-01-02,Weekly earnings - lower quartile - 20 days,B Goods Producing,905.4
2022-01-02,Weekly earnings - lower quartile - 20 days,C Services,742.21
2022-01-02,Weekly earnings - lower quartile - 20 days,Z No Match,484.48
2022-01-09,Number of paid jobs - 20 days,Total,1946720
2022-01-09,Number of paid jobs - 20 days,A Primary,85910
2022-01-09,Number of paid jobs - 20 days,B Goods Producing,362920
2022-01-09,Number of paid jobs - 20 days,C Services,1447090
2022-01-09,Number of paid jobs - 20 days,Z No Match,50800
2022-01-09,Weekly earnings - median - 20 days,Total,1118
2022-01-09,Weekly earnings - median - 20 days,A Primary,1068
2022-01-09,Weekly earnings - median - 20 days,B Goods Producing,1200
2022-01-09,Weekly earnings - median - 20 days,C Services,1114.56
2022-01-09,Weekly earnings - median - 20 days,Z No Match,698.5
2022-01-09,Weekly earnings - upper quartile - 20 days,Total,1578.68
2022-01-09,Weekly earnings - upper quartile - 20 days,A Primary,1424.88
2022-01-09,Weekly earnings - upper quartile - 20 days,B Goods Producing,1575
2022-01-09,Weekly earnings - upper quartile - 20 days,C Services,1615.38
2022-01-09,Weekly earnings - upper quartile - 20 days,Z No Match,991.77
2022-01-09,Weekly earnings - lower quartile - 20 days,Total,745.69
2022-01-09,Weekly earnings - lower quartile - 20 days,A Primary,661.01
2022-01-09,Weekly earnings - lower quartile - 20 days,B Goods Producing,907
2022-01-09,Weekly earnings - lower quartile - 20 days,C Services,722
2022-01-09,Weekly earnings - lower quartile - 20 days,Z No Match,475.02
2022-01-16,Number of paid jobs - 20 days,Total,1985890
2022-01-16,Number of paid jobs - 20 days,A Primary,88130
2022-01-16,Number of paid jobs - 20 days,B Goods Producing,376790
2022-01-16,Number of paid jobs - 20 days,C Services,1469010
2022-01-16,Number of paid jobs - 20 days,Z No Match,51950
2022-01-16,Weekly earnings - median - 20 days,Total,1104.33
2022-01-16,Weekly earnings - median - 20 days,A Primary,1064.56
2022-01-16,Weekly earnings - median - 20 days,B Goods Producing,1201.44
2022-01-16,Weekly earnings - median - 20 days,C Services,1092
2022-01-16,Weekly earnings - median - 20 days,Z No Match,689.32
2022-01-16,Weekly earnings - upper quartile - 20 days,Total,1563.25
2022-01-16,Weekly earnings - upper quartile - 20 days,A Primary,1408.57
2022-01-16,Weekly earnings - upper quartile - 20 days,B Goods Producing,1584
2022-01-16,Weekly earnings - upper quartile - 20 days,C Services,1591.38
2022-01-16,Weekly earnings - upper quartile - 20 days,Z No Match,984.11
2022-01-16,Weekly earnings - lower quartile - 20 days,Total,739.5
2022-01-16,Weekly earnings - lower quartile - 20 days,A Primary,688.5
2022-01-16,Weekly earnings - lower quartile - 20 days,B Goods Producing,915
2022-01-16,Weekly earnings - lower quartile - 20 days,C Services,708
2022-01-16,Weekly earnings - lower quartile - 20 days,Z No Match,454.41
2022-01-23,Number of paid jobs - 20 days,Total,1999760
2022-01-23,Number of paid jobs - 20 days,A Primary,88040
2022-01-23,Number of paid jobs - 20 days,B Goods Producing,382970
2022-01-23,Number of paid jobs - 20 days,C Services,1477570
2022-01-23,Number of paid jobs - 20 days,Z No Match,51170
2022-01-23,Weekly earnings - median - 20 days,Total,1107
2022-01-23,Weekly earnings - median - 20 days,A Primary,1047.43
2022-01-23,Weekly earnings - median - 20 days,B Goods Producing,1226.55
2022-01-23,Weekly earnings - median - 20 days,C Services,1088.49
2022-01-23,Weekly earnings - median - 20 days,Z No Match,687.14
2022-01-23,Weekly earnings - upper quartile - 20 days,Total,1559.95
2022-01-23,Weekly earnings - upper quartile - 20 days,A Primary,1391.22
2022-01-23,Weekly earnings - upper quartile - 20 days,B Goods Producing,1600
2022-01-23,Weekly earnings - upper quartile - 20 days,C Services,1578.38
2022-01-23,Weekly earnings - upper quartile - 20 days,Z No Match,980.1
2022-01-23,Weekly earnings - lower quartile - 20 days,Total,750.85
2022-01-23,Weekly earnings - lower quartile - 20 days,A Primary,677.15
2022-01-23,Weekly earnings - lower quartile - 20 days,B Goods Producing,943.18
2022-01-23,Weekly earnings - lower quartile - 20 days,C Services,711
2022-01-23,Weekly earnings - lower quartile - 20 days,Z No Match,451.99
2022-01-30,Number of paid jobs - 20 days,Total,2035950
2022-01-30,Number of paid jobs - 20 days,A Primary,87150
2022-01-30,Number of paid jobs - 20 days,B Goods Producing,385690
2022-01-30,Number of paid jobs - 20 days,C Services,1510930
2022-01-30,Number of paid jobs - 20 days,Z No Match,52170
2022-01-30,Weekly earnings - median - 20 days,Total,1103.73
2022-01-30,Weekly earnings - median - 20 days,A Primary,1029.01
2022-01-30,Weekly earnings - median - 20 days,B Goods Producing,1229.16
2022-01-30,Weekly earnings - median - 20 days,C Services,1082.55
2022-01-30,Weekly earnings - median - 20 days,Z No Match,690.19
2022-01-30,Weekly earnings - upper quartile - 20 days,Total,1556.6
2022-01-30,Weekly earnings - upper quartile - 20 days,A Primary,1380.9
2022-01-30,Weekly earnings - upper quartile - 20 days,B Goods Producing,1600
2022-01-30,Weekly earnings - upper quartile - 20 days,C Services,1575
2022-01-30,Weekly earnings - upper quartile - 20 days,Z No Match,982.98
2022-01-30,Weekly earnings - lower quartile - 20 days,Total,738.5
2022-01-30,Weekly earnings - lower quartile - 20 days,A Primary,652.03
2022-01-30,Weekly earnings - lower quartile - 20 days,B Goods Producing,949.8
2022-01-30,Weekly earnings - lower quartile - 20 days,C Services,692.27
2022-01-30,Weekly earnings - lower quartile - 20 days,Z No Match,456
2022-02-06,Number of paid jobs - 20 days,Total,2039910
2022-02-06,Number of paid jobs - 20 days,A Primary,85610
2022-02-06,Number of paid jobs - 20 days,B Goods Producing,386810
2022-02-06,Number of paid jobs - 20 days,C Services,1514450
2022-02-06,Number of paid jobs - 20 days,Z No Match,53040
2022-02-06,Weekly earnings - median - 20 days,Total,1115.38
2022-02-06,Weekly earnings - median - 20 days,A Primary,1040
2022-02-06,Weekly earnings - median - 20 days,B Goods Producing,1224.34
2022-02-06,Weekly earnings - median - 20 days,C Services,1100
2022-02-06,Weekly earnings - median - 20 days,Z No Match,683.28
2022-02-06,Weekly earnings - upper quartile - 20 days,Total,1566
2022-02-06,Weekly earnings - upper quartile - 20 days,A Primary,1383.75
2022-02-06,Weekly earnings - upper quartile - 20 days,B Goods Producing,1596.15
2022-02-06,Weekly earnings - upper quartile - 20 days,C Services,1589.12
2022-02-06,Weekly earnings - upper quartile - 20 days,Z No Match,980.72
2022-02-06,Weekly earnings - lower quartile - 20 days,Total,746.06
2022-02-06,Weekly earnings - lower quartile - 20 days,A Primary,663
2022-02-06,Weekly earnings - lower quartile - 20 days,B Goods Producing,945.02
2022-02-06,Weekly earnings - lower quartile - 20 days,C Services,702.66
2022-02-06,Weekly earnings - lower quartile - 20 days,Z No Match,437.4
2022-02-13,Number of paid jobs - 20 days,Total,2042050
2022-02-13,Number of paid jobs - 20 days,A Primary,82650
2022-02-13,Number of paid jobs - 20 days,B Goods Producing,387080
2022-02-13,Number of paid jobs - 20 days,C Services,1518790
2022-02-13,Number of paid jobs - 20 days,Z No Match,53530
2022-02-13,Weekly earnings - median - 20 days,Total,1112.11
2022-02-13,Weekly earnings - median - 20 days,A Primary,1036.65
2022-02-13,Weekly earnings - median - 20 days,B Goods Producing,1236.32
2022-02-13,Weekly earnings - median - 20 days,C Services,1092
2022-02-13,Weekly earnings - median - 20 days,Z No Match,689.56
2022-02-13,Weekly earnings - upper quartile - 20 days,Total,1573.68
2022-02-13,Weekly earnings - upper quartile - 20 days,A Primary,1378.7
2022-02-13,Weekly earnings - upper quartile - 20 days,B Goods Producing,1619.2
2022-02-13,Weekly earnings - upper quartile - 20 days,C Services,1592.5
2022-02-13,Weekly earnings - upper quartile - 20 days,Z No Match,988
2022-02-13,Weekly earnings - lower quartile - 20 days,Total,736.88
2022-02-13,Weekly earnings - lower quartile - 20 days,A Primary,651.54
2022-02-13,Weekly earnings - lower quartile - 20 days,B Goods Producing,953.31
2022-02-13,Weekly earnings - lower quartile - 20 days,C Services,690
2022-02-13,Weekly earnings - lower quartile - 20 days,Z No Match,449.02
2022-02-20,Number of paid jobs - 20 days,Total,2038300
2022-02-20,Number of paid jobs - 20 days,A Primary,82730
2022-02-20,Number of paid jobs - 20 days,B Goods Producing,384520
2022-02-20,Number of paid jobs - 20 days,C Services,1517030
2022-02-20,Number of paid jobs - 20 days,Z No Match,54030
2022-02-20,Weekly earnings - median - 20 days,Total,1113.75
2022-02-20,Weekly earnings - median - 20 days,A Primary,1074.04
2022-02-20,Weekly earnings - median - 20 days,B Goods Producing,1242
2022-02-20,Weekly earnings - median - 20 days,C Services,1090.38
2022-02-20,Weekly earnings - median - 20 days,Z No Match,689
2022-02-20,Weekly earnings - upper quartile - 20 days,Total,1576.25
2022-02-20,Weekly earnings - upper quartile - 20 days,A Primary,1409.4
2022-02-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1620.57
2022-02-20,Weekly earnings - upper quartile - 20 days,C Services,1594.52
2022-02-20,Weekly earnings - upper quartile - 20 days,Z No Match,988.41
2022-02-20,Weekly earnings - lower quartile - 20 days,Total,742.11
2022-02-20,Weekly earnings - lower quartile - 20 days,A Primary,704.31
2022-02-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,955.72
2022-02-20,Weekly earnings - lower quartile - 20 days,C Services,693.55
2022-02-20,Weekly earnings - lower quartile - 20 days,Z No Match,443.88
2022-02-27,Number of paid jobs - 20 days,Total,2041100
2022-02-27,Number of paid jobs - 20 days,A Primary,82960
2022-02-27,Number of paid jobs - 20 days,B Goods Producing,385780
2022-02-27,Number of paid jobs - 20 days,C Services,1521960
2022-02-27,Number of paid jobs - 20 days,Z No Match,50400
2022-02-27,Weekly earnings - median - 20 days,Total,1113.67
2022-02-27,Weekly earnings - median - 20 days,A Primary,1088.82
2022-02-27,Weekly earnings - median - 20 days,B Goods Producing,1237.6
2022-02-27,Weekly earnings - median - 20 days,C Services,1089.42
2022-02-27,Weekly earnings - median - 20 days,Z No Match,645.08
2022-02-27,Weekly earnings - upper quartile - 20 days,Total,1576.92
2022-02-27,Weekly earnings - upper quartile - 20 days,A Primary,1440
2022-02-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1616
2022-02-27,Weekly earnings - upper quartile - 20 days,C Services,1595
2022-02-27,Weekly earnings - upper quartile - 20 days,Z No Match,950.42
2022-02-27,Weekly earnings - lower quartile - 20 days,Total,734
2022-02-27,Weekly earnings - lower quartile - 20 days,A Primary,703.82
2022-02-27,Weekly earnings - lower quartile - 20 days,B Goods Producing,950.11
2022-02-27,Weekly earnings - lower quartile - 20 days,C Services,687.55
2022-02-27,Weekly earnings - lower quartile - 20 days,Z No Match,385.54
2022-03-06,Number of paid jobs - 20 days,Total,2038480
2022-03-06,Number of paid jobs - 20 days,A Primary,82740
2022-03-06,Number of paid jobs - 20 days,B Goods Producing,384200
2022-03-06,Number of paid jobs - 20 days,C Services,1518340
2022-03-06,Number of paid jobs - 20 days,Z No Match,53200
2022-03-06,Weekly earnings - median - 20 days,Total,1107.9
2022-03-06,Weekly earnings - median - 20 days,A Primary,1088.19
2022-03-06,Weekly earnings - median - 20 days,B Goods Producing,1228.14
2022-03-06,Weekly earnings - median - 20 days,C Services,1086.3
2022-03-06,Weekly earnings - median - 20 days,Z No Match,684.25
2022-03-06,Weekly earnings - upper quartile - 20 days,Total,1574
2022-03-06,Weekly earnings - upper quartile - 20 days,A Primary,1442
2022-03-06,Weekly earnings - upper quartile - 20 days,B Goods Producing,1603.64
2022-03-06,Weekly earnings - upper quartile - 20 days,C Services,1594
2022-03-06,Weekly earnings - upper quartile - 20 days,Z No Match,981.83
2022-03-06,Weekly earnings - lower quartile - 20 days,Total,723.08
2022-03-06,Weekly earnings - lower quartile - 20 days,A Primary,700
2022-03-06,Weekly earnings - lower quartile - 20 days,B Goods Producing,940
2022-03-06,Weekly earnings - lower quartile - 20 days,C Services,675.75
2022-03-06,Weekly earnings - lower quartile - 20 days,Z No Match,436.66
2022-03-13,Number of paid jobs - 20 days,Total,2036640
2022-03-13,Number of paid jobs - 20 days,A Primary,81990
2022-03-13,Number of paid jobs - 20 days,B Goods Producing,383170
2022-03-13,Number of paid jobs - 20 days,C Services,1518420
2022-03-13,Number of paid jobs - 20 days,Z No Match,53060
2022-03-13,Weekly earnings - median - 20 days,Total,1109.67
2022-03-13,Weekly earnings - median - 20 days,A Primary,1087.5
2022-03-13,Weekly earnings - median - 20 days,B Goods Producing,1228.5
2022-03-13,Weekly earnings - median - 20 days,C Services,1087.53
2022-03-13,Weekly earnings - median - 20 days,Z No Match,691.95
2022-03-13,Weekly earnings - upper quartile - 20 days,Total,1572.8
2022-03-13,Weekly earnings - upper quartile - 20 days,A Primary,1437.49
2022-03-13,Weekly earnings - upper quartile - 20 days,B Goods Producing,1603.48
2022-03-13,Weekly earnings - upper quartile - 20 days,C Services,1592.91
2022-03-13,Weekly earnings - upper quartile - 20 days,Z No Match,989.13
2022-03-13,Weekly earnings - lower quartile - 20 days,Total,725.76
2022-03-13,Weekly earnings - lower quartile - 20 days,A Primary,700
2022-03-13,Weekly earnings - lower quartile - 20 days,B Goods Producing,940
2022-03-13,Weekly earnings - lower quartile - 20 days,C Services,677.5
2022-03-13,Weekly earnings - lower quartile - 20 days,Z No Match,453.6
2022-03-20,Number of paid jobs - 20 days,Total,2037890
2022-03-20,Number of paid jobs - 20 days,A Primary,81620
2022-03-20,Number of paid jobs - 20 days,B Goods Producing,381880
2022-03-20,Number of paid jobs - 20 days,C Services,1520800
2022-03-20,Number of paid jobs - 20 days,Z No Match,53590
2022-03-20,Weekly earnings - median - 20 days,Total,1112.62
2022-03-20,Weekly earnings - median - 20 days,A Primary,1075.34
2022-03-20,Weekly earnings - median - 20 days,B Goods Producing,1232
2022-03-20,Weekly earnings - median - 20 days,C Services,1092
2022-03-20,Weekly earnings - median - 20 days,Z No Match,690.79
2022-03-20,Weekly earnings - upper quartile - 20 days,Total,1578.09
2022-03-20,Weekly earnings - upper quartile - 20 days,A Primary,1420
2022-03-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1610
2022-03-20,Weekly earnings - upper quartile - 20 days,C Services,1600
2022-03-20,Weekly earnings - upper quartile - 20 days,Z No Match,990.68
2022-03-20,Weekly earnings - lower quartile - 20 days,Total,728.13
2022-03-20,Weekly earnings - lower quartile - 20 days,A Primary,681.24
2022-03-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,944.24
2022-03-20,Weekly earnings - lower quartile - 20 days,C Services,682.1
2022-03-20,Weekly earnings - lower quartile - 20 days,Z No Match,450.52
2022-03-27,Number of paid jobs - 20 days,Total,2043040
2022-03-27,Number of paid jobs - 20 days,A Primary,81320
2022-03-27,Number of paid jobs - 20 days,B Goods Producing,381840
2022-03-27,Number of paid jobs - 20 days,C Services,1525750
2022-03-27,Number of paid jobs - 20 days,Z No Match,54130
2022-03-27,Weekly earnings - median - 20 days,Total,1107.09
2022-03-27,Weekly earnings - median - 20 days,A Primary,1042.31
2022-03-27,Weekly earnings - median - 20 days,B Goods Producing,1231.65
2022-03-27,Weekly earnings - median - 20 days,C Services,1087.5
2022-03-27,Weekly earnings - median - 20 days,Z No Match,690
2022-03-27,Weekly earnings - upper quartile - 20 days,Total,1574.86
2022-03-27,Weekly earnings - upper quartile - 20 days,A Primary,1395.9
2022-03-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1610
2022-03-27,Weekly earnings - upper quartile - 20 days,C Services,1595
2022-03-27,Weekly earnings - upper quartile - 20 days,Z No Match,993.07
2022-03-27,Weekly earnings - lower quartile - 20 days,Total,721.12
2022-03-27,Weekly earnings - lower quartile - 20 days,A Primary,653.94
2022-03-27,Weekly earnings - lower quartile - 20 days,B Goods Producing,943.75
2022-03-27,Weekly earnings - lower quartile - 20 days,C Services,675
2022-03-27,Weekly earnings - lower quartile - 20 days,Z No Match,445.07
2022-04-03,Number of paid jobs - 20 days,Total,2049490
2022-04-03,Number of paid jobs - 20 days,A Primary,81290
2022-04-03,Number of paid jobs - 20 days,B Goods Producing,385060
2022-04-03,Number of paid jobs - 20 days,C Services,1529350
2022-04-03,Number of paid jobs - 20 days,Z No Match,53800
2022-04-03,Weekly earnings - median - 20 days,Total,1118.63
2022-04-03,Weekly earnings - median - 20 days,A Primary,1083.87
2022-04-03,Weekly earnings - median - 20 days,B Goods Producing,1250
2022-04-03,Weekly earnings - median - 20 days,C Services,1096.15
2022-04-03,Weekly earnings - median - 20 days,Z No Match,683.6
2022-04-03,Weekly earnings - upper quartile - 20 days,Total,1593.41
2022-04-03,Weekly earnings - upper quartile - 20 days,A Primary,1446.97
2022-04-03,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
2022-04-03,Weekly earnings - upper quartile - 20 days,C Services,1607.81
2022-04-03,Weekly earnings - upper quartile - 20 days,Z No Match,986.64
2022-04-03,Weekly earnings - lower quartile - 20 days,Total,734.29
2022-04-03,Weekly earnings - lower quartile - 20 days,A Primary,690
2022-04-03,Weekly earnings - lower quartile - 20 days,B Goods Producing,960
2022-04-03,Weekly earnings - lower quartile - 20 days,C Services,684.45
2022-04-03,Weekly earnings - lower quartile - 20 days,Z No Match,437.86
2022-04-10,Number of paid jobs - 20 days,Total,2040640
