period,status,sex,age,population
2011-03-31,F,total,85-89,47500
2011-03-31,F,total,90+,22800
2011-03-31,F,total,median,37.02
2011-03-31,F,total,total,4382480
2011-06-30,F,total,0-14,910700
2011-06-30,F,total,0-4,317460
2011-06-30,F,total,10-14,302680
2011-06-30,F,total,15-19,314550
2011-06-30,F,total,15-39,1459100
2011-06-30,F,total,20-24,307230
2011-06-30,F,total,25-29,274880
2011-06-30,F,total,30-34,268120
2011-06-30,F,total,35-39,294360
2011-06-30,F,total,40-44,316630
2011-06-30,F,total,40-64,1434100
2011-06-30,F,total,45-49,320570
2011-06-30,F,total,5-9,290560
2011-06-30,F,total,50-54,299670
2011-06-30,F,total,55-59,258790
2011-06-30,F,total,60-64,238420
2011-06-30,F,total,65-69,180330
2011-06-30,F,total,65+,580100
2011-06-30,F,total,70-74,143530
2011-06-30,F,total,75-79,104330
2011-06-30,F,total,80-84,81080
2011-06-30,F,total,85-89,47810
2011-06-30,F,total,90+,22980
2011-06-30,F,total,median,37.1
2011-06-30,F,total,total,4383980
2011-09-30,F,total,0-14,910700
2011-09-30,F,total,0-4,317830
2011-09-30,F,total,10-14,302060
2011-09-30,F,total,15-19,314660
2011-09-30,F,total,15-39,1458700
2011-09-30,F,total,20-24,309380
2011-09-30,F,total,25-29,275080
2011-09-30,F,total,30-34,268140
2011-09-30,F,total,35-39,291470
2011-09-30,F,total,40-44,317280
2011-09-30,F,total,40-64,1437700
2011-09-30,F,total,45-49,319280
2011-09-30,F,total,5-9,290790
2011-09-30,F,total,50-54,301500
2011-09-30,F,total,55-59,260710
2011-09-30,F,total,60-64,238940
2011-09-30,F,total,65-69,182660
2011-09-30,F,total,65+,584900
2011-09-30,F,total,70-74,145500
2011-09-30,F,total,75-79,104590
2011-09-30,F,total,80-84,81260
2011-09-30,F,total,85-89,47810
2011-09-30,F,total,90+,23100
2011-09-30,F,total,median,37.14
2011-09-30,F,total,total,4392040
2011-12-31,F,total,0-14,909800
2011-12-31,F,total,0-4,317340
2011-12-31,F,total,10-14,301330
2011-12-31,F,total,15-19,313460
2011-12-31,F,total,15-39,1457400
2011-12-31,F,total,20-24,310400
2011-12-31,F,total,25-29,276160
2011-12-31,F,total,30-34,268230
2011-12-31,F,total,35-39,289170
2011-12-31,F,total,40-44,317430
2011-12-31,F,total,40-64,1440700
2011-12-31,F,total,45-49,318790
2011-12-31,F,total,5-9,291160
2011-12-31,F,total,50-54,302860
2011-12-31,F,total,55-59,262650
2011-12-31,F,total,60-64,238950
2011-12-31,F,total,65-69,185900
2011-12-31,F,total,65+,591500
2011-12-31,F,total,70-74,147500
2011-12-31,F,total,75-79,105210
2011-12-31,F,total,80-84,81390
2011-12-31,F,total,85-89,48070
2011-12-31,F,total,90+,23420
2011-12-31,F,total,median,37.22
2011-12-31,F,total,total,4399440
2012-03-31,F,total,0-14,910400
2012-03-31,F,total,0-4,316790
2012-03-31,F,total,10-14,300960
2012-03-31,F,total,15-19,312820
2012-03-31,F,total,15-39,1455700
2012-03-31,F,total,20-24,311830
2012-03-31,F,total,25-29,275880
2012-03-31,F,total,30-34,268480
2012-03-31,F,total,35-39,286670
2012-03-31,F,total,40-44,317580
2012-03-31,F,total,40-64,1442500
2012-03-31,F,total,45-49,317300
2012-03-31,F,total,5-9,292620
2012-03-31,F,total,50-54,304810
2012-03-31,F,total,55-59,264020
2012-03-31,F,total,60-64,238820
2012-03-31,F,total,65-69,188790
2012-03-31,F,total,65+,597900
2012-03-31,F,total,70-74,149430
2012-03-31,F,total,75-79,105730
2012-03-31,F,total,80-84,81520
2012-03-31,F,total,85-89,48530
2012-03-31,F,total,90+,23890
2012-03-31,F,total,median,37.27
2012-03-31,F,total,total,4406450
2012-06-30,F,total,0-14,909800
2012-06-30,F,total,0-4,315730
2012-06-30,F,total,10-14,3e5
2012-06-30,F,total,15-19,312840
2012-06-30,F,total,15-39,1450500
2012-06-30,F,total,20-24,310660
2012-06-30,F,total,25-29,274520
2012-06-30,F,total,30-34,268320
2012-06-30,F,total,35-39,284140
2012-06-30,F,total,40-44,317680
2012-06-30,F,total,40-64,1444700
2012-06-30,F,total,45-49,315530
2012-06-30,F,total,5-9,294100
2012-06-30,F,total,50-54,306840
2012-06-30,F,total,55-59,265410
2012-06-30,F,total,60-64,239270
2012-06-30,F,total,65-69,191190
2012-06-30,F,total,65+,603e3
2012-06-30,F,total,70-74,151010
2012-06-30,F,total,75-79,106260
2012-06-30,F,total,80-84,81730
2012-06-30,F,total,85-89,48760
2012-06-30,F,total,90+,24060
2012-06-30,F,total,median,37.36
2012-06-30,F,total,total,4408050
2012-09-30,F,total,0-14,909600
2012-09-30,F,total,0-4,314920
2012-09-30,F,total,10-14,299180
2012-09-30,F,total,15-19,312990
2012-09-30,F,total,15-39,1450300
2012-09-30,F,total,20-24,311970
2012-09-30,F,total,25-29,274990
2012-09-30,F,total,30-34,268790
2012-09-30,F,total,35-39,281600
2012-09-30,F,total,40-44,317820
2012-09-30,F,total,40-64,1447500
2012-09-30,F,total,45-49,314560
2012-09-30,F,total,5-9,295540
2012-09-30,F,total,50-54,308280
2012-09-30,F,total,55-59,267150
2012-09-30,F,total,60-64,239730
2012-09-30,F,total,65-69,194450
2012-09-30,F,total,65+,608100
2012-09-30,F,total,70-74,152270
2012-09-30,F,total,75-79,106840
2012-09-30,F,total,80-84,81720
2012-09-30,F,total,85-89,48760
2012-09-30,F,total,90+,24090
2012-09-30,F,total,median,37.4
2012-09-30,F,total,total,4415640
2012-12-31,F,total,0-14,909400
2012-12-31,F,total,0-4,314560
2012-12-31,F,total,10-14,297880
2012-12-31,F,total,15-19,312430
2012-12-31,F,total,15-39,1451300
2012-12-31,F,total,20-24,312800
2012-12-31,F,total,25-29,276400
2012-12-31,F,total,30-34,270130
2012-12-31,F,total,35-39,279580
2012-12-31,F,total,40-44,317800
2012-12-31,F,total,40-64,1450500
2012-12-31,F,total,45-49,313750
2012-12-31,F,total,5-9,296990
2012-12-31,F,total,50-54,309890
2012-12-31,F,total,55-59,268550
2012-12-31,F,total,60-64,240520
2012-12-31,F,total,65-69,198480
2012-12-31,F,total,65+,614600
2012-12-31,F,total,70-74,152940
2012-12-31,F,total,75-79,107890
2012-12-31,F,total,80-84,81970
2012-12-31,F,total,85-89,49060
2012-12-31,F,total,90+,24230
2012-12-31,F,total,median,37.45
2012-12-31,F,total,total,4425850
2013-03-31,F,total,0-14,909400
2013-03-31,F,total,0-4,313360
2013-03-31,F,total,10-14,297360
2013-03-31,F,total,15-19,312600
2013-03-31,F,total,15-39,1453100
2013-03-31,F,total,20-24,314360
2013-03-31,F,total,25-29,277190
2013-03-31,F,total,30-34,271040
2013-03-31,F,total,35-39,277940
2013-03-31,F,total,40-44,317500
2013-03-31,F,total,40-64,1452700
2013-03-31,F,total,45-49,312470
2013-03-31,F,total,5-9,298640
2013-03-31,F,total,50-54,311830
2013-03-31,F,total,55-59,270210
2013-03-31,F,total,60-64,240710
2013-03-31,F,total,65-69,202500
2013-03-31,F,total,65+,620800
2013-03-31,F,total,70-74,153440
2013-03-31,F,total,75-79,108570
2013-03-31,F,total,80-84,82070
2013-03-31,F,total,85-89,49530
2013-03-31,F,total,90+,24650
2013-03-31,F,total,median,37.49
2013-03-31,F,total,total,4435980
2013-06-30,F,total,0-14,908800
2013-06-30,F,total,0-4,311930
2013-06-30,F,total,10-14,296770
2013-06-30,F,total,15-19,312480
2013-06-30,F,total,15-39,1452300
2013-06-30,F,total,20-24,314920
2013-06-30,F,total,25-29,277490
2013-06-30,F,total,30-34,271090
2013-06-30,F,total,35-39,276360
2013-06-30,F,total,40-44,316570
2013-06-30,F,total,40-64,1455e3
2013-06-30,F,total,45-49,311990
2013-06-30,F,total,5-9,300070
2013-06-30,F,total,50-54,313670
2013-06-30,F,total,55-59,271760
2013-06-30,F,total,60-64,241010
2013-06-30,F,total,65-69,205760
2013-06-30,F,total,65+,626e3
2013-06-30,F,total,70-74,154040
2013-06-30,F,total,75-79,109340
2013-06-30,F,total,80-84,82120
2013-06-30,F,total,85-89,49780
2013-06-30,F,total,90+,24940
2013-06-30,F,total,median,37.55
2013-06-30,F,total,total,4442100
2013-09-30,F,total,0-14,908700
2013-09-30,F,total,0-4,310850
2013-09-30,F,total,10-14,296060
2013-09-30,F,total,15-19,313210
2013-09-30,F,total,15-39,1459400
2013-09-30,F,total,20-24,317580
2013-09-30,F,total,25-29,280780
2013-09-30,F,total,30-34,272750
2013-09-30,F,total,35-39,275080
2013-09-30,F,total,40-44,315790
2013-09-30,F,total,40-64,1458e3
2013-09-30,F,total,45-49,311400
2013-09-30,F,total,5-9,301780
2013-09-30,F,total,50-54,314910
2013-09-30,F,total,55-59,273800
2013-09-30,F,total,60-64,242070
2013-09-30,F,total,65-69,208230
2013-09-30,F,total,65+,631600
2013-09-30,F,total,70-74,155600
2013-09-30,F,total,75-79,110350
2013-09-30,F,total,80-84,82310
2013-09-30,F,total,85-89,50040
2013-09-30,F,total,90+,25130
2013-09-30,F,total,median,37.55
2013-09-30,F,total,total,4457700
2013-12-31,F,total,0-14,909400
2013-12-31,F,total,0-4,310150
2013-12-31,F,total,10-14,295960
2013-12-31,F,total,15-19,312260
2013-12-31,F,total,15-39,1466500
2013-12-31,F,total,20-24,320600
2013-12-31,F,total,25-29,284880
2013-12-31,F,total,30-34,274640
2013-12-31,F,total,35-39,274070
2013-12-31,F,total,40-44,315060
2013-12-31,F,total,40-64,1461100
2013-12-31,F,total,45-49,311510
2013-12-31,F,total,5-9,303340
2013-12-31,F,total,50-54,315680
2013-12-31,F,total,55-59,275840
2013-12-31,F,total,60-64,242990
2013-12-31,F,total,65-69,211650
2013-12-31,F,total,65+,638800
2013-12-31,F,total,70-74,156960
2013-12-31,F,total,75-79,111710
2013-12-31,F,total,80-84,82420
2013-12-31,F,total,85-89,50560
2013-12-31,F,total,90+,25520
2013-12-31,F,total,median,37.55
2013-12-31,F,total,total,4475810
2014-03-31,F,total,0-14,910600
2014-03-31,F,total,0-4,309360
2014-03-31,F,total,10-14,296290
2014-03-31,F,total,15-19,313190
2014-03-31,F,total,15-39,1476e3
2014-03-31,F,total,20-24,324030
2014-03-31,F,total,25-29,288720
2014-03-31,F,total,30-34,276670
2014-03-31,F,total,35-39,273350
2014-03-31,F,total,40-44,314540
2014-03-31,F,total,40-64,1464400
2014-03-31,F,total,45-49,311350
2014-03-31,F,total,5-9,304950
2014-03-31,F,total,50-54,316790
2014-03-31,F,total,55-59,277530
2014-03-31,F,total,60-64,244170
2014-03-31,F,total,65-69,214100
2014-03-31,F,total,65+,645e3
2014-03-31,F,total,70-74,158420
2014-03-31,F,total,75-79,112790
2014-03-31,F,total,80-84,82640
2014-03-31,F,total,85-89,51060
2014-03-31,F,total,90+,26010
2014-03-31,F,total,median,37.52
2014-03-31,F,total,total,4495960
2014-06-30,F,total,0-14,911100
2014-06-30,F,total,0-4,308810
2014-06-30,F,total,10-14,295830
2014-06-30,F,total,15-19,313580
2014-06-30,F,total,15-39,1481100
2014-06-30,F,total,20-24,325650
2014-06-30,F,total,25-29,291250
2014-06-30,F,total,30-34,277630
2014-06-30,F,total,35-39,273020
2014-06-30,F,total,40-44,313640
2014-06-30,F,total,40-64,1467100
2014-06-30,F,total,45-49,311290
2014-06-30,F,total,5-9,306460
2014-06-30,F,total,50-54,317410
2014-06-30,F,total,55-59,279540
2014-06-30,F,total,60-64,245230
2014-06-30,F,total,65-69,216280
2014-06-30,F,total,65+,650400
2014-06-30,F,total,70-74,160150
2014-06-30,F,total,75-79,113540
2014-06-30,F,total,80-84,82750
2014-06-30,F,total,85-89,51470
2014-06-30,F,total,90+,26220
2014-06-30,F,total,median,37.52
2014-06-30,F,total,total,4509750
2014-09-30,F,total,0-14,911300
2014-09-30,F,total,0-4,307640
2014-09-30,F,total,10-14,295140
2014-09-30,F,total,15-19,315400
2014-09-30,F,total,15-39,1494500
2014-09-30,F,total,20-24,329590
2014-09-30,F,total,25-29,296630
2014-09-30,F,total,30-34,279840
2014-09-30,F,total,35-39,273010
2014-09-30,F,total,40-44,312300
2014-09-30,F,total,40-64,1469900
2014-09-30,F,total,45-49,311720
2014-09-30,F,total,5-9,308550
2014-09-30,F,total,50-54,318030
2014-09-30,F,total,55-59,281410
2014-09-30,F,total,60-64,246480
2014-09-30,F,total,65-69,218930
2014-09-30,F,total,65+,655800
2014-09-30,F,total,70-74,161170
2014-09-30,F,total,75-79,114970
2014-09-30,F,total,80-84,82890
2014-09-30,F,total,85-89,51470
2014-09-30,F,total,90+,26410
2014-09-30,F,total,median,37.47
2014-09-30,F,total,total,4531570
2014-12-31,F,total,0-14,912200
2014-12-31,F,total,0-4,307130
2014-12-31,F,total,10-14,294290
2014-12-31,F,total,15-19,315350
2014-12-31,F,total,15-39,1506500
2014-12-31,F,total,20-24,332920
2014-12-31,F,total,25-29,302860
2014-12-31,F,total,30-34,282530
2014-12-31,F,total,35-39,272880
2014-12-31,F,total,40-44,311300
2014-12-31,F,total,40-64,1473400
2014-12-31,F,total,45-49,312250
2014-12-31,F,total,5-9,310760
2014-12-31,F,total,50-54,318930
2014-12-31,F,total,55-59,283110
2014-12-31,F,total,60-64,247840
2014-12-31,F,total,65-69,221860
2014-12-31,F,total,65+,662400
2014-12-31,F,total,70-74,162100
2014-12-31,F,total,75-79,116830
2014-12-31,F,total,80-84,83130
2014-12-31,F,total,85-89,51810
2014-12-31,F,total,90+,26680
2014-12-31,F,total,median,37.43
2014-12-31,F,total,total,4554570
2015-03-31,F,total,0-14,913400
2015-03-31,F,total,0-4,306440
2015-03-31,F,total,10-14,294200
2015-03-31,F,total,15-19,316860
2015-03-31,F,total,15-39,1521700
2015-03-31,F,total,20-24,337820
2015-03-31,F,total,25-29,308590
2015-03-31,F,total,30-34,285040
2015-03-31,F,total,35-39,273340
2015-03-31,F,total,40-44,310400
2015-03-31,F,total,40-64,1476200
2015-03-31,F,total,45-49,313070
2015-03-31,F,total,5-9,312810
2015-03-31,F,total,50-54,318670
2015-03-31,F,total,55-59,285170
2015-03-31,F,total,60-64,248940
2015-03-31,F,total,65-69,224220
2015-03-31,F,total,65+,668700
2015-03-31,F,total,70-74,163600
2015-03-31,F,total,75-79,118210
2015-03-31,F,total,80-84,83230
2015-03-31,F,total,85-89,52260
2015-03-31,F,total,90+,27160
2015-03-31,F,total,median,37.35
2015-03-31,F,total,total,4580030
2015-06-30,F,total,0-14,914300
2015-06-30,F,total,0-4,305740
2015-06-30,F,total,10-14,293470
2015-06-30,F,total,15-19,316800
2015-06-30,F,total,15-39,1528500
2015-06-30,F,total,20-24,338660
2015-06-30,F,total,25-29,312310
2015-06-30,F,total,30-34,286990
2015-06-30,F,total,35-39,273780
2015-06-30,F,total,40-44,309250
2015-06-30,F,total,40-64,1478500
2015-06-30,F,total,45-49,313250
2015-06-30,F,total,5-9,315130
2015-06-30,F,total,50-54,318530
2015-06-30,F,total,55-59,287300
2015-06-30,F,total,60-64,250150
2015-06-30,F,total,65-69,225740
2015-06-30,F,total,65+,674300
2015-06-30,F,total,70-74,165200
2015-06-30,F,total,75-79,120100
2015-06-30,F,total,80-84,83240
2015-06-30,F,total,85-89,52500
2015-06-30,F,total,90+,27580
2015-06-30,F,total,median,37.35
2015-06-30,F,total,total,4595730
2015-09-30,F,total,0-14,915400
2015-09-30,F,total,0-4,305060
2015-09-30,F,total,10-14,293020
2015-09-30,F,total,15-19,318080
2015-09-30,F,total,15-39,1544300
2015-09-30,F,total,20-24,342310
2015-09-30,F,total,25-29,319120
2015-09-30,F,total,30-34,289890
2015-09-30,F,total,35-39,274850
2015-09-30,F,total,40-44,307440
2015-09-30,F,total,40-64,1481500
2015-09-30,F,total,45-49,314250
2015-09-30,F,total,5-9,317340
2015-09-30,F,total,50-54,318360
2015-09-30,F,total,55-59,289660
2015-09-30,F,total,60-64,251780
2015-09-30,F,total,65-69,227520
2015-09-30,F,total,65+,679400
2015-09-30,F,total,70-74,166260
2015-09-30,F,total,75-79,122270
2015-09-30,F,total,80-84,83080
2015-09-30,F,total,85-89,52820
2015-09-30,F,total,90+,27470
2015-09-30,F,total,median,37.27
2015-09-30,F,total,total,4620580
2015-12-31,F,total,0-14,916900
2015-12-31,F,total,0-4,304910
2015-12-31,F,total,10-14,292810
2015-12-31,F,total,15-19,317760
2015-12-31,F,total,15-39,1559900
2015-12-31,F,total,20-24,345330
2015-12-31,F,total,25-29,327060
2015-12-31,F,total,30-34,293340
2015-12-31,F,total,35-39,276360
2015-12-31,F,total,40-44,305070
2015-12-31,F,total,40-64,1484100
2015-12-31,F,total,45-49,315620
2015-12-31,F,total,5-9,319230
2015-12-31,F,total,50-54,318150
2015-12-31,F,total,55-59,292150
2015-12-31,F,total,60-64,253140
2015-12-31,F,total,65-69,230170
2015-12-31,F,total,65+,686400
2015-12-31,F,total,70-74,167190
2015-12-31,F,total,75-79,124510
2015-12-31,F,total,80-84,83270
2015-12-31,F,total,85-89,53380
2015-12-31,F,total,90+,27840
2015-12-31,F,total,median,37.21
2015-12-31,F,total,total,4647300
2016-03-31,F,total,0-14,919300
2016-03-31,F,total,0-4,304800
2016-03-31,F,total,10-14,293370
2016-03-31,F,total,15-19,318980
2016-03-31,F,total,15-39,1576500
2016-03-31,F,total,20-24,348860
2016-03-31,F,total,25-29,334250
2016-03-31,F,total,30-34,296410
2016-03-31,F,total,35-39,278e3
2016-03-31,F,total,40-44,303330
2016-03-31,F,total,40-64,1487200
2016-03-31,F,total,45-49,317e3
2016-03-31,F,total,5-9,321160
2016-03-31,F,total,50-54,317850
2016-03-31,F,total,55-59,293770
2016-03-31,F,total,60-64,255240
2016-03-31,F,total,65-69,232090
2016-03-31,F,total,65+,692800
2016-03-31,F,total,70-74,168460
2016-03-31,F,total,75-79,126180
2016-03-31,F,total,80-84,83730
2016-03-31,F,total,85-89,53990
2016-03-31,F,total,90+,28380
2016-03-31,F,total,median,37.13
2016-03-31,F,total,total,4675850
2016-06-30,F,total,0-14,921600
2016-06-30,F,total,0-4,305020
2016-06-30,F,total,10-14,294330
2016-06-30,F,total,15-19,318380
2016-06-30,F,total,15-39,1583400
2016-06-30,F,total,20-24,348800
2016-06-30,F,total,25-29,338240
2016-06-30,F,total,30-34,298970
2016-06-30,F,total,35-39,279020
2016-06-30,F,total,40-44,301510
2016-06-30,F,total,40-64,1489800
2016-06-30,F,total,45-49,318340
2016-06-30,F,total,5-9,322270
2016-06-30,F,total,50-54,316910
2016-06-30,F,total,55-59,295960
2016-06-30,F,total,60-64,257060
2016-06-30,F,total,65-69,233360
2016-06-30,F,total,65+,698400
2016-06-30,F,total,70-74,169960
2016-06-30,F,total,75-79,127960
2016-06-30,F,total,80-84,84080
2016-06-30,F,total,85-89,54390
2016-06-30,F,total,90+,28650
2016-06-30,F,total,median,37.13
2016-06-30,F,total,total,4693220
2016-09-30,F,total,0-14,924500
2016-09-30,F,total,0-4,305350
2016-09-30,F,total,10-14,295230
2016-09-30,F,total,15-19,318740
2016-09-30,F,total,15-39,1597900
2016-09-30,F,total,20-24,351320
2016-09-30,F,total,25-29,344550
2016-09-30,F,total,30-34,302590
2016-09-30,F,total,35-39,280720
2016-09-30,F,total,40-44,299840
2016-09-30,F,total,40-64,1493200
2016-09-30,F,total,45-49,319590
2016-09-30,F,total,5-9,323960
2016-09-30,F,total,50-54,316360
2016-09-30,F,total,55-59,298140
2016-09-30,F,total,60-64,259220
2016-09-30,F,total,65-69,234110
2016-09-30,F,total,65+,704200
2016-09-30,F,total,70-74,172320
2016-09-30,F,total,75-79,129950
2016-09-30,F,total,80-84,84420
2016-09-30,F,total,85-89,54570
2016-09-30,F,total,90+,28790
2016-09-30,F,total,median,37.07
2016-09-30,F,total,total,4719780
2016-12-31,F,total,0-14,927200
2016-12-31,F,total,0-4,306090
2016-12-31,F,total,10-14,296380
2016-12-31,F,total,15-19,317370
2016-12-31,F,total,15-39,1612200
2016-12-31,F,total,20-24,353740
2016-12-31,F,total,25-29,351720
2016-12-31,F,total,30-34,307210
2016-12-31,F,total,35-39,282130
2016-12-31,F,total,40-44,298360
2016-12-31,F,total,40-64,1496700
2016-12-31,F,total,45-49,320580
2016-12-31,F,total,5-9,324740
2016-12-31,F,total,50-54,316400
2016-12-31,F,total,55-59,299880
2016-12-31,F,total,60-64,261470
2016-12-31,F,total,65-69,234480
2016-12-31,F,total,65+,711100
2016-12-31,F,total,70-74,175700
2016-12-31,F,total,75-79,131970
2016-12-31,F,total,80-84,85010
2016-12-31,F,total,85-89,54760
2016-12-31,F,total,90+,29210
2016-12-31,F,total,median,37.02
2016-12-31,F,total,total,4747180
2017-03-31,F,total,0-14,930900
2017-03-31,F,total,0-4,305920
2017-03-31,F,total,10-14,299020
2017-03-31,F,total,15-19,318e3
2017-03-31,F,total,15-39,1628100
2017-03-31,F,total,20-24,355600
2017-03-31,F,total,25-29,358880
2017-03-31,F,total,30-34,310930
2017-03-31,F,total,35-39,284700
2017-03-31,F,total,40-44,297180
2017-03-31,F,total,40-64,15e5
2017-03-31,F,total,45-49,321710
2017-03-31,F,total,5-9,325950
2017-03-31,F,total,50-54,315720
2017-03-31,F,total,55-59,302240
2017-03-31,F,total,60-64,263190
2017-03-31,F,total,65-69,234440
2017-03-31,F,total,65+,717500
2017-03-31,F,total,70-74,178790
2017-03-31,F,total,75-79,133800
2017-03-31,F,total,80-84,85640
2017-03-31,F,total,85-89,55050
2017-03-31,F,total,90+,29760
2017-03-31,F,total,median,36.96
2017-03-31,F,total,total,4776540
2017-06-30,F,total,0-14,933700
2017-06-30,F,total,0-4,305980
2017-06-30,F,total,10-14,301360
2017-06-30,F,total,15-19,316510
2017-06-30,F,total,15-39,1634900
2017-06-30,F,total,20-24,355830
2017-06-30,F,total,25-29,361860
2017-06-30,F,total,30-34,314080
2017-06-30,F,total,35-39,286610
2017-06-30,F,total,40-44,295710
2017-06-30,F,total,40-64,1502200
2017-06-30,F,total,45-49,322620
2017-06-30,F,total,5-9,326350
2017-06-30,F,total,50-54,314550
2017-06-30,F,total,55-59,304500
2017-06-30,F,total,60-64,264850
2017-06-30,F,total,65-69,235050
2017-06-30,F,total,65+,723100
2017-06-30,F,total,70-74,181270
2017-06-30,F,total,75-79,135280
2017-06-30,F,total,80-84,86230
2017-06-30,F,total,85-89,55140
2017-06-30,F,total,90+,30080
2017-06-30,F,total,median,36.96
2017-06-30,F,total,total,4793860
2017-09-30,F,total,0-14,936800
2017-09-30,F,total,0-4,306040
2017-09-30,F,total,10-14,303750
2017-09-30,F,total,15-19,316720
2017-09-30,F,total,15-39,1648100
2017-09-30,F,total,20-24,356600
2017-09-30,F,total,25-29,366990
2017-09-30,F,total,30-34,318330
2017-09-30,F,total,35-39,289460
2017-09-30,F,total,40-44,294110
2017-09-30,F,total,40-64,1504700
2017-09-30,F,total,45-49,323500
2017-09-30,F,total,5-9,327020
2017-09-30,F,total,50-54,314140
2017-09-30,F,total,55-59,306170
2017-09-30,F,total,60-64,266790
2017-09-30,F,total,65-69,235660
2017-09-30,F,total,65+,728200
2017-09-30,F,total,70-74,184370
2017-09-30,F,total,75-79,136550
2017-09-30,F,total,80-84,86640
2017-09-30,F,total,85-89,55040
2017-09-30,F,total,90+,29950
2017-09-30,F,total,median,36.91
2017-09-30,F,total,total,4817840
2017-12-31,F,total,0-14,939800
2017-12-31,F,total,0-4,305950
2017-12-31,F,total,10-14,305950
2017-12-31,F,total,15-19,315070
2017-12-31,F,total,15-39,1661500
2017-12-31,F,total,20-24,358110
2017-12-31,F,total,25-29,373110
2017-12-31,F,total,30-34,322590
2017-12-31,F,total,35-39,292650
2017-12-31,F,total,40-44,292700
2017-12-31,F,total,40-64,1507700
2017-12-31,F,total,45-49,324340
2017-12-31,F,total,5-9,327860
2017-12-31,F,total,50-54,313780
2017-12-31,F,total,55-59,308300
2017-12-31,F,total,60-64,268530
2017-12-31,F,total,65-69,236540
2017-12-31,F,total,65+,735400
2017-12-31,F,total,70-74,188220
2017-12-31,F,total,75-79,137210
2017-12-31,F,total,80-84,87810
2017-12-31,F,total,85-89,55350
2017-12-31,F,total,90+,30320
2017-12-31,F,total,median,36.89
2017-12-31,F,total,total,4844410
2018-03-31,F,total,0-14,943e3
2018-03-31,F,total,0-4,306270
2018-03-31,F,total,10-14,308870
2018-03-31,F,total,15-19,315350
2018-03-31,F,total,15-39,1676e3
2018-03-31,F,total,20-24,359610
2018-03-31,F,total,25-29,378290
2018-03-31,F,total,30-34,327e3
2018-03-31,F,total,35-39,295760
2018-03-31,F,total,40-44,292050
2018-03-31,F,total,40-64,1510800
2018-03-31,F,total,45-49,324770
2018-03-31,F,total,5-9,327850
2018-03-31,F,total,50-54,313080
2018-03-31,F,total,55-59,310590
2018-03-31,F,total,60-64,270340
2018-03-31,F,total,65-69,236910
2018-03-31,F,total,65+,741800
2018-03-31,F,total,70-74,192150
2018-03-31,F,total,75-79,137730
2018-03-31,F,total,80-84,88570
2018-03-31,F,total,85-89,55640
2018-03-31,F,total,90+,30810
2018-03-31,F,total,median,36.85
2018-03-31,F,total,total,4871620
2018-06-30,P,total,0-14,944600
2018-06-30,P,total,0-4,306380
2018-06-30,P,total,10-14,310950
2018-06-30,P,total,15-19,314160
2018-06-30,P,total,15-39,1680800
2018-06-30,P,total,20-24,358260
2018-06-30,P,total,25-29,380050
2018-06-30,P,total,30-34,330720
2018-06-30,P,total,35-39,297660
2018-06-30,P,total,40-44,291120
2018-06-30,P,total,40-64,1513100
2018-06-30,P,total,45-49,324430
2018-06-30,P,total,5-9,327240
2018-06-30,P,total,50-54,312930
2018-06-30,P,total,55-59,312600
2018-06-30,P,total,60-64,272010
2018-06-30,P,total,65-69,237170
2018-06-30,P,total,65+,746900
2018-06-30,P,total,70-74,195320
2018-06-30,P,total,75-79,138330
2018-06-30,P,total,80-84,89350
2018-06-30,P,total,85-89,55700
2018-06-30,P,total,90+,30980
2018-06-30,P,total,median,36.88
2018-06-30,P,total,total,4885350
